kind,.pred_AI,.pred_class,detector,native,name,model,document_id,prompt
AI,3.09e-5,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,705,Elevate using technical
AI,0.931690475,AI,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,163,Simplify like non-native
AI,0.795514108,AI,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,234,Simplify like non-native
AI,0.004087193,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,644,Elevate using technical
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,740,NA
AI,0.996076047,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,17,Plain
AI,6.3e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,594,Elevate using technical
Human,1.8245e-4,Human,Quil,Yes,US 8th grade essay,Human,59,NA
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,141,NA
AI,0.925734997,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,230,Simplify like non-native
Human,0.118027315,Human,Crossplag,Yes,Real CS224N,Human,866,NA
Human,0.002889179,Human,Sapling,Yes,US 8th grade essay,Human,164,NA
AI,0.001940906,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,720,Elevate using technical
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,693,Elevate using technical
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,31,Plain
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,805,NA
AI,0.001402638,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,28,Plain
AI,0.005931548,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,655,Elevate using technical
AI,0.068383634,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,100,Simplify like non-native
Human,0.99824512,AI,OriginalityAI,No,Real TOEFL,Human,280,NA
Human,0.979923546,AI,HFOpenAI,No,Real TOEFL,Human,534,NA
AI,2.35e-5,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,265,Enhance like native
AI,2.1714e-4,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,616,Elevate using technical
Human,0.951116323,AI,OriginalityAI,No,Real TOEFL,Human,542,NA
Human,7.21e-7,Human,Sapling,Yes,Real College Essays,Human,402,NA
Human,0.031986855,Human,Sapling,Yes,Real College Essays,Human,209,NA
AI,0.002652197,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,447,Simplify like non-native
Human,0.995174229,AI,HFOpenAI,No,Real TOEFL,Human,267,NA
AI,0.25,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,428,Enhance like native
AI,1,AI,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,541,Plain
AI,1.75095e-4,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,163,Simplify like non-native
AI,0.01585028,Human,Sapling,NA,Fake CS224N - GPT3,GPT3,444,Plain
Human,1.44e-26,Human,GPTZero,Yes,Real College Essays,Human,421,NA
Human,0.964159846,AI,OriginalityAI,No,Real TOEFL,Human,924,NA
Human,8.65e-7,Human,Sapling,Yes,Real College Essays,Human,549,NA
AI,0.045328327,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,346,Enhance like native
AI,0.01823213,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,586,Plain
AI,1.47e-5,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,625,Elevate using technical
AI,1,AI,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,487,Plain
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,227,NA
AI,6.23e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,720,Elevate using technical
AI,0,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,166,Simplify like non-native
AI,0.034312841,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,528,Elevate using technical
AI,0.9933,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,425,Simplify like non-native
AI,0.748160958,AI,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,489,Enhance like native
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,619,Plain
Human,0.99851352,AI,Crossplag,No,Real TOEFL,Human,349,NA
AI,1.00059e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,667,Elevate using technical
AI,5.23e-5,Human,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,61,Elevate using literary
AI,1.47e-5,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,612,Plain
Human,1.94998e-4,Human,HFOpenAI,Yes,Real CS224N,Human,860,NA
AI,1.00059e-4,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,206,Enhance like native
AI,0.013701278,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,723,Elevate using technical
AI,0.036086321,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,270,Enhance like native
AI,0.1451,Human,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,153,Simplify like non-native
AI,3.08235e-4,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,232,Simplify like non-native
AI,0.963367462,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,482,Plain
AI,9.44e-7,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,161,Simplify like non-native
AI,0.926693396,AI,GPTZero,NA,Fake College Essays - GPT3,GPT3,211,Plain
Human,1.69938e-4,Human,HFOpenAI,Yes,US 8th grade essay,Human,252,NA
Human,3.39611e-4,Human,HFOpenAI,Yes,Real CS224N,Human,774,NA
Human,8.809999999999999e-23,Human,GPTZero,Yes,Real College Essays,Human,46,NA
AI,0.970193446,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,492,Elevate using technical
Human,0.999996912,AI,Sapling,No,Real TOEFL,Human,534,NA
AI,1,AI,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,593,Plain
AI,0.034650292,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,656,Plain
AI,9.64e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,601,Elevate using technical
AI,1.90268e-4,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,159,Simplify like non-native
AI,1.75356e-4,Human,Crossplag,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,203,Elevate using literary
AI,5.56e-7,Human,GPTZero,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,6,Elevate using literary
Human,2.43695e-4,Human,Crossplag,Yes,US 8th grade essay,Human,184,NA
Human,0.625,AI,ZeroGPT,No,Real TOEFL,Human,263,NA
AI,0.099744447,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,584,Plain
AI,1.47e-5,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,387,Plain
AI,0.999777496,AI,Quil,NA,Fake CS224N - GPT3,GPT3,533,Plain
AI,0.999781549,AI,Quil,NA,Fake College Essays - GPT3,GPT3,487,Plain
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,631,Plain
AI,0.999998799,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,565,Plain
Human,0.028258003,Human,OriginalityAI,No,Real TOEFL,Human,338,NA
AI,0.9997949,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,565,Plain
AI,4.92811e-4,Human,Quil,NA,Fake CS224N - GPT3,GPT3,461,Plain
AI,0.988172948,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,87,Simplify like non-native
AI,1.00059e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,655,Elevate using technical
AI,0.040012158,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,208,Enhance like native
AI,0.006912343,Human,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,539,Elevate using literary
AI,3.60599e-4,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,894,Enhance like native
Human,0.484359264,Human,Crossplag,Yes,Real CS224N,Human,838,NA
Human,5.68186e-4,Human,Crossplag,Yes,Real CS224N,Human,840,NA
AI,2.0986e-4,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,375,Enhance like native
AI,0.024341704,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,401,Enhance like native
Human,0.488661677,Human,HFOpenAI,Yes,US 8th grade essay,Human,86,NA
AI,1.67744e-4,Human,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,2,Elevate using literary
AI,6.78e-5,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,702,Elevate using technical
Human,0.022569411,Human,Crossplag,No,Real TOEFL,Human,76,NA
AI,0.332460344,Human,Crossplag,NA,Fake College Essays - GPT3,GPT3,64,Plain
AI,0.048285365,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,481,Elevate using technical
Human,0.007666745,Human,OriginalityAI,Yes,Real CS224N,Human,782,NA
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,378,Enhance like native
Human,0.021836186,Human,OriginalityAI,Yes,Real CS224N,Human,845,NA
Human,0.0016,Human,OriginalityAI,Yes,US 8th grade essay,Human,184,NA
AI,0.001969635,Human,Quil,NA,US 8th grade essay - GPT simplify,GPT4,118,Simplify like non-native
Human,0.734974384,AI,Crossplag,Yes,Real CS224N,Human,802,NA
Human,2.25e-8,Human,GPTZero,Yes,Real College Essays,Human,548,NA
Human,0.00458917,Human,Crossplag,Yes,Real CS224N,Human,835,NA
AI,0.25,Human,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,896,Elevate using literary
Human,1.79946e-4,Human,Quil,Yes,Real College Essays,Human,73,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,858,NA
AI,0.121773511,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,559,Elevate using technical
AI,1.7077e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,669,Elevate using technical
AI,3.57028e-4,Human,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,6,Elevate using literary
AI,0.990752116,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,58,Plain
AI,2.71514e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,607,Elevate using technical
AI,0.012972237,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,500,Elevate using technical
AI,0.030078471,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,705,Elevate using technical
Human,0.25,Human,ZeroGPT,Yes,Real CS224N,Human,794,NA
AI,8.36447e-4,Human,Crossplag,NA,Fake College Essays - GPT3,GPT3,284,Plain
AI,3.56772e-4,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,585,Plain
AI,0.018146403,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,363,Enhance like native
AI,0.25,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,384,Plain
AI,0.93882513,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,134,Simplify like non-native
AI,4.57e-15,Human,GPTZero,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,5,Elevate using literary
Human,1.73089e-4,Human,HFOpenAI,Yes,US 8th grade essay,Human,176,NA
AI,1.71423e-4,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,654,Elevate using technical
AI,1.26139e-4,Human,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,420,Elevate using literary
Human,8.05e-7,Human,Sapling,Yes,Real College Essays,Human,391,NA
AI,6.56477e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,623,Elevate using technical
Human,3.99e-30,Human,GPTZero,Yes,US 8th grade essay,Human,122,NA
AI,2.1302e-4,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,491,Enhance like native
Human,0.972671509,AI,Crossplag,No,Real TOEFL,Human,908,NA
AI,2.03431e-4,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,479,Elevate using technical
Human,0.007445789,Human,Sapling,Yes,Real College Essays,Human,337,NA
AI,0.003527761,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,311,Enhance like native
AI,1.47e-5,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,503,Elevate using technical
Human,0.002968813,Human,OriginalityAI,Yes,Real College Essays,Human,364,NA
AI,0.051398303,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,253,Enhance like native
Human,1.22874e-4,Human,Sapling,No,Real TOEFL,Human,196,NA
Human,1.87494e-4,Human,Crossplag,Yes,Real College Essays,Human,365,NA
Human,0.001201153,Human,Quil,Yes,US 8th grade essay,Human,200,NA
AI,0.060996424,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,113,Simplify like non-native
Human,0.991526306,AI,Quil,No,Real TOEFL,Human,215,NA
AI,6.15e-6,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,723,Elevate using technical
Human,2.12e-6,Human,GPTZero,Yes,Real CS224N,Human,791,NA
AI,0.999007143,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,442,Plain
Human,9.09e-7,Human,Sapling,Yes,US 8th grade essay,Human,110,NA
AI,4.41492e-4,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,614,Elevate using technical
Human,0.571065745,AI,GPTZero,Yes,Real CS224N,Human,801,NA
AI,0.75,AI,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,572,Plain
AI,0.977044523,AI,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,330,Enhance like native
Human,3.52621e-4,Human,Quil,Yes,Real College Essays,Human,292,NA
AI,0.44797951,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,206,Enhance like native
Human,6.04e-16,Human,GPTZero,Yes,US 8th grade essay,Human,200,NA
Human,1.74245e-4,Human,Crossplag,Yes,Real College Essays,Human,389,NA
AI,1,AI,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,565,Plain
AI,0.910342225,AI,GPTZero,NA,Fake CS224N - GPT3,GPT3,577,Plain
Human,0.058493856,Human,OriginalityAI,Yes,Real CS224N,Human,762,NA
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,59,NA
AI,0.003723204,Human,Quil,NA,Fake CS224N - GPT3,GPT3,662,Plain
AI,0.625,AI,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,234,Simplify like non-native
AI,0.021676622,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,627,Plain
Human,0.175544639,Human,Sapling,Yes,US 8th grade essay,Human,132,NA
AI,2.43127e-4,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,690,Elevate using technical
Human,0.002633254,Human,HFOpenAI,Yes,Real CS224N,Human,792,NA
AI,0.75,AI,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,326,Enhance like native
AI,3.37554e-4,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,411,Simplify like non-native
AI,1.95444e-4,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,912,Enhance like native
Human,9.2e-30,Human,GPTZero,Yes,Real College Essays,Human,473,NA
AI,0.511277378,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,156,Simplify like non-native
AI,1.75612e-4,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,610,Plain
Human,1.47e-5,Human,GPTZero,Yes,Real CS224N,Human,776,NA
AI,0.818597257,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,427,Simplify like non-native
AI,1.7791e-4,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,683,Plain
Human,0.655270219,AI,Quil,Yes,US 8th grade essay,Human,173,NA
AI,0.999999486,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,641,Plain
AI,0.164402813,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,521,Plain
Human,3.78089e-4,Human,Crossplag,Yes,US 8th grade essay,Human,112,NA
Human,1.72147e-4,Human,HFOpenAI,Yes,Real CS224N,Human,854,NA
AI,0.999983356,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,638,Plain
Human,0.0017,Human,OriginalityAI,Yes,US 8th grade essay,Human,79,NA
AI,0.95401758,AI,Quil,NA,Fake CS224N - GPT3,GPT3,7,Plain
AI,0.999370158,AI,Crossplag,NA,Fake College Essays - GPT3,GPT3,537,Plain
Human,1.69881e-4,Human,HFOpenAI,Yes,Real College Essays,Human,347,NA
AI,0.971106085,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,120,Simplify like non-native
Human,2.05428e-4,Human,Crossplag,Yes,US 8th grade essay,Human,157,NA
AI,1,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,102,Simplify like non-native
Human,4.34301e-4,Human,HFOpenAI,Yes,Real CS224N,Human,796,NA
AI,6.51849e-4,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,469,Elevate using technical
AI,0.988246519,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,493,Plain
AI,0.999990308,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,90,Simplify like non-native
AI,5.83e-5,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,340,Enhance like native
AI,1.47e-5,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,647,Plain
AI,1.47e-5,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,703,Plain
AI,2.51e-5,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,696,Elevate using technical
AI,0.08912009,Human,Quil,NA,Fake CS224N - GPT3,GPT3,570,Plain
Human,0.031822942,Human,HFOpenAI,Yes,Real CS224N,Human,848,NA
AI,0.25,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,411,Simplify like non-native
AI,0.002375181,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,21,Plain
AI,0.77674067,AI,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,429,Enhance like native
AI,0.067640983,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,526,Enhance like native
Human,6.04e-16,Human,GPTZero,Yes,Real CS224N,Human,736,NA
AI,1.07e-10,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,187,Simplify like non-native
AI,1,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,189,Simplify like non-native
Human,0.013608085,Human,GPTZero,Yes,Real College Essays,Human,273,NA
AI,0.004438926,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,648,Elevate using technical
AI,0.998313427,AI,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,297,Enhance like native
AI,5.68e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,479,Elevate using technical
AI,0.245794719,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,26,Plain
Human,2.58e-5,Human,Sapling,Yes,US 8th grade essay,Human,119,NA
Human,0.983527362,AI,OriginalityAI,No,Real TOEFL,Human,242,NA
Human,0.25989449,Human,Quil,Yes,Real College Essays,Human,419,NA
AI,0.96675694,AI,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,513,Elevate using technical
Human,0.75,AI,ZeroGPT,Yes,Real College Essays,Human,77,NA
AI,2.38597e-4,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,621,Elevate using technical
AI,1.00059e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,681,Elevate using technical
AI,0.908197701,AI,OriginalityAI,NA,Fake College Essays - GPT3,GPT3,893,Plain
AI,1.16e-6,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,921,Elevate using technical
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,194,NA
AI,0.653521362,AI,GPTZero,NA,Fake CS224N - GPT3,GPT3,570,Plain
Human,1.00059e-4,Human,GPTZero,Yes,Real CS224N,Human,848,NA
AI,0.002725229,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,282,Enhance like native
Human,0.25,Human,ZeroGPT,No,Real TOEFL,Human,216,NA
Human,1.78413e-4,Human,Crossplag,Yes,Real CS224N,Human,882,NA
AI,5.34e-7,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,440,Enhance like native
Human,2.69333e-4,Human,Crossplag,Yes,Real CS224N,Human,769,NA
AI,1.84914e-4,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,517,Elevate using technical
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,165,NA
AI,0.043353513,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,305,Enhance like native
Human,1.72113e-4,Human,HFOpenAI,Yes,US 8th grade essay,Human,108,NA
AI,4.92762e-4,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,461,Plain
Human,2.12e-6,Human,GPTZero,Yes,Real CS224N,Human,874,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,807,NA
Human,6.09043e-4,Human,HFOpenAI,Yes,Real CS224N,Human,850,NA
AI,0.25,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,441,Elevate using technical
AI,2.58744e-4,Human,Quil,NA,US 8th grade essay - GPT simplify,GPT4,179,Simplify like non-native
AI,1.76489e-4,Human,Quil,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,1,Elevate using literary
Human,0.012871839,Human,Crossplag,No,Real TOEFL,Human,497,NA
AI,0.046507653,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,570,Plain
Human,2.79488e-4,Human,HFOpenAI,Yes,US 8th grade essay,Human,177,NA
AI,0.015794357,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,677,Elevate using technical
AI,3.76717e-4,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,664,Elevate using technical
AI,0.653521362,AI,GPTZero,NA,Fake CS224N - GPT3,GPT3,17,Plain
AI,0.824638247,AI,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,592,Elevate using technical
AI,0.002279298,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,33,Plain
Human,0.375,Human,ZeroGPT,No,Real TOEFL,Human,260,NA
AI,0.99999955,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,577,Plain
AI,0.357837528,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,481,Elevate using technical
Human,8.45394e-4,Human,HFOpenAI,Yes,Real CS224N,Human,878,NA
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,248,Enhance like native
AI,0.0017507,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,447,Simplify like non-native
Human,0.999587834,AI,OriginalityAI,No,Real TOEFL,Human,356,NA
Human,7.33e-5,Human,Sapling,Yes,US 8th grade essay,Human,143,NA
AI,0.982636094,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,449,Simplify like non-native
AI,0.999460205,AI,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,602,Elevate using technical
Human,0.009243452,Human,Crossplag,Yes,Real CS224N,Human,748,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,880,NA
Human,0.018656468,Human,OriginalityAI,Yes,Real CS224N,Human,877,NA
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,414,Enhance like native
Human,1.91152e-4,Human,Quil,Yes,Real College Essays,Human,902,NA
Human,0.258378327,Human,Crossplag,Yes,US 8th grade essay,Human,79,NA
Human,2.12e-6,Human,GPTZero,Yes,Real CS224N,Human,816,NA
Human,9.98e-7,Human,Sapling,Yes,Real College Essays,Human,295,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,872,NA
Human,0.910342225,AI,GPTZero,No,Real TOEFL,Human,884,NA
Human,0.977846861,AI,OriginalityAI,No,Real TOEFL,Human,304,NA
AI,1.70946e-4,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,681,Elevate using technical
Human,1.71806e-4,Human,Crossplag,Yes,Real College Essays,Human,93,NA
AI,0.992150784,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,633,Plain
Human,0.197948784,Human,OriginalityAI,No,Real TOEFL,Human,196,NA
Human,1e-4,Human,OriginalityAI,Yes,US 8th grade essay,Human,885,NA
AI,0.272269279,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,633,Plain
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,706,Plain
Human,1e-4,Human,OriginalityAI,Yes,US 8th grade essay,Human,192,NA
AI,3.79122e-4,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,376,Enhance like native
Human,0.837987423,AI,OriginalityAI,No,Real TOEFL,Human,310,NA
Human,0.005651052,Human,OriginalityAI,Yes,Real College Essays,Human,549,NA
AI,9.11593e-4,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,492,Elevate using technical
AI,2.42313e-4,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,491,Enhance like native
AI,1.94e-12,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,124,Simplify like non-native
AI,0.007439988,Human,Sapling,NA,Fake CS224N - GPT3,GPT3,7,Plain
Human,0.003590663,Human,OriginalityAI,Yes,Real College Essays,Human,218,NA
AI,0.30089879,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,379,Enhance like native
AI,0.125,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,652,Elevate using technical
AI,0.007561914,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,354,Enhance like native
Human,0.001,Human,OriginalityAI,Yes,US 8th grade essay,Human,436,NA
AI,0,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,231,Simplify like non-native
AI,4.86e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,622,Elevate using technical
Human,5.43268e-4,Human,OriginalityAI,Yes,Real CS224N,Human,746,NA
Human,0,Human,ZeroGPT,No,Real TOEFL,Human,400,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,675,Elevate using technical
AI,0.999999585,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,662,Plain
AI,0.375,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,268,Enhance like native
Human,0.063025884,Human,HFOpenAI,Yes,Real CS224N,Human,776,NA
Human,1,AI,ZeroGPT,No,Real TOEFL,Human,356,NA
AI,0.944700956,AI,Crossplag,NA,Fake College Essays - GPT3,GPT3,223,Plain
AI,2.12e-6,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,168,Simplify like non-native
AI,0.99609828,AI,Quil,NA,US 8th grade essay - GPT simplify,GPT4,156,Simplify like non-native
AI,0.999815202,AI,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,483,Elevate using technical
Human,2.99604e-4,Human,Crossplag,Yes,Real CS224N,Human,762,NA
Human,0.001022042,Human,OriginalityAI,Yes,Real CS224N,Human,768,NA
AI,0.516717459,AI,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,152,Simplify like non-native
Human,1.8245e-4,Human,Quil,Yes,US 8th grade essay,Human,445,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,792,NA
Human,8.31304e-4,Human,Crossplag,Yes,Real College Essays,Human,289,NA
